PRODUCT;ID;TITLE;STATUS;STAGE ID;ESTADO PROMOCION;PHASE;FECHA IMPLANTACION;FULLPATH;FILE;UPDATE DATE;REVISION;LENGTH;
KKYT;KKYT_PIMP_66;AR 77307 - Subida Versionado 25-08-2014;PR;PR;TERMINADA;FROZEN;24-01-2015 07:00:00;online/multipais/web/pub/kkyt_mult_web_universalclient_02/at2custom/at2maps/;refresh.scl;08-09-2015 18:18:28;2;512
KKYT;KKYT_PIMP_296;MANTIS 4330 - Subida Versionado 17-10-2014 (COPIA-KKYT_PIMP_196) (COPIA-KKYT_PIMP_225);PR;PR;TERMINADA;FROZEN;21-02-2015 06:00:00;online/multipais/web/pub/kkyt_mult_web_universalclient_02/at2custom/at2ps/;li51.a2p;08-09-2015 18:28:51;7;4986
KKYT;KKYT_PIMP_296;MANTIS 4330 - Subida Versionado 17-10-2014 (COPIA-KKYT_PIMP_196) (COPIA-KKYT_PIMP_225);PR;PR;TERMINADA;FROZEN;21-02-2015 06:00:00;online/multipais/web/pub/kkyt_mult_web_universalclient_02/at2custom/at2ps/;lp55.a2p;08-09-2015 18:15:48;7;5046
KKYT;KKYT_PIMP_296;MANTIS 4330 - Subida Versionado 17-10-2014 (COPIA-KKYT_PIMP_196) (COPIA-KKYT_PIMP_225);PR;PR;TERMINADA;FROZEN;21-02-2015 06:00:00;online/multipais/web/pub/kkyt_mult_web_universalclient_02/at2custom/at2ps/;la32.a2p;21-02-2015 07:28:24;7;5298
KKYT;KKYT_PIMP_296;MANTIS 4330 - Subida Versionado 17-10-2014 (COPIA-KKYT_PIMP_196) (COPIA-KKYT_PIMP_225);PR;PR;TERMINADA;FROZEN;21-02-2015 06:00:00;online/multipais/web/pub/kkyt_mult_web_universalclient_02/at2custom/at2maps/;wflastfotscreen1.scl;21-02-2015 07:28:24;58;12806
KKYT;KKYT_PIMP_296;MANTIS 4330 - Subida Versionado 17-10-2014 (COPIA-KKYT_PIMP_196) (COPIA-KKYT_PIMP_225);PR;PR;TERMINADA;FROZEN;21-02-2015 06:00:00;online/multipais/web/pub/kkyt_mult_web_universalclient_02/at2custom/at2maps/;ni11.a2m;08-09-2015 18:28:23;9;19303
KKYT;KKYT_PIMP_296;MANTIS 4330 - Subida Versionado 17-10-2014 (COPIA-KKYT_PIMP_196) (COPIA-KKYT_PIMP_225);PR;PR;TERMINADA;FROZEN;21-02-2015 06:00:00;online/multipais/web/pub/kkyt_mult_web_universalclient_02/at2custom/at2maps/;np30.a2m;08-09-2015 18:17:57;9;23812
KKYT;KKYT_PIMP_296;MANTIS 4330 - Subida Versionado 17-10-2014 (COPIA-KKYT_PIMP_196) (COPIA-KKYT_PIMP_225);PR;PR;TERMINADA;FROZEN;21-02-2015 06:00:00;online/multipais/web/pub/kkyt_mult_web_universalclient_02/at2custom/at2maps/;lp67.a2m;21-02-2015 07:28:24;10;25963
KKYT;KKYT_PIMP_296;MANTIS 4330 - Subida Versionado 17-10-2014 (COPIA-KKYT_PIMP_196) (COPIA-KKYT_PIMP_225);PR;PR;TERMINADA;FROZEN;21-02-2015 06:00:00;online/multipais/web/pub/kkyt_mult_web_universalclient_02/at2custom/at2maps/;fo51.a2m;08-09-2015 18:22:40;9;24884
KKYT;KKYT_PIMP_296;MANTIS 4330 - Subida Versionado 17-10-2014 (COPIA-KKYT_PIMP_196) (COPIA-KKYT_PIMP_225);PR;PR;TERMINADA;FROZEN;21-02-2015 06:00:00;online/multipais/web/pub/kkyt_mult_web_universalclient_02/at2custom/at2maps/;fi51.a2m;08-09-2015 18:16:32;9;24900
KKYT;KKYT_PIMP_296;MANTIS 4330 - Subida Versionado 17-10-2014 (COPIA-KKYT_PIMP_196) (COPIA-KKYT_PIMP_225);PR;PR;TERMINADA;FROZEN;21-02-2015 06:00:00;online/multipais/web/pub/kkyt_mult_web_universalclient_02/at2custom/at2maps/;wfscriptmenu1.scl;21-02-2015 07:28:23;48;40641
KKYT;KKYT_PIMP_296;MANTIS 4330 - Subida Versionado 17-10-2014 (COPIA-KKYT_PIMP_196) (COPIA-KKYT_PIMP_225);PR;PR;TERMINADA;FROZEN;21-02-2015 06:00:00;online/multipais/web/pub/kkyt_mult_web_universalclient_02/at2custom/at2maps/;di52.a2m;08-09-2015 18:23:00;9;27025
